Campus Nacional,12,2023-05-23,12:08:21
Campus Nacional,11,2023-05-23,12:08:51
Carlos E. Restrepo,11,2023-05-23,12:09:01
Campus Nacional,10,2023-05-23,12:09:11
Campus Nacional,9,2023-05-23,12:09:31
Campus Nacional,8,2023-05-23,12:10:02
Campus Nacional,9,2023-05-23,12:10:12
Campus Nacional,8,2023-05-23,12:10:32
Colombia,4,2023-05-23,12:10:42
Suramericana,13,2023-05-23,12:10:52
Campus Nacional,7,2023-05-23,12:10:52
Campus Nacional,8,2023-05-23,12:11:01
Campus Nacional,7,2023-05-23,12:11:21
Campus Nacional,6,2023-05-23,12:11:51
Campus Nacional,5,2023-05-23,12:12:01
Campus Nacional,4,2023-05-23,12:12:21
Suramericana,12,2023-05-23,12:12:41
Suramericana,13,2023-05-23,12:13:21
Campus Nacional,3,2023-05-23,12:13:21
Campus Nacional,2,2023-05-23,12:13:31
Suramericana,12,2023-05-23,12:13:51
Suramericana,11,2023-05-23,12:14:21
Campus Nacional,1,2023-05-23,12:15:51
Suramericana,10,2023-05-23,12:16:41
Suramericana,9,2023-05-23,12:17:11
Suramericana,8,2023-05-23,12:17:31
Campus Nacional,2,2023-05-23,12:17:41
Carlos E. Restrepo,10,2023-05-23,12:18:01
Carlos E. Restrepo,11,2023-05-23,12:18:11
Carlos E. Restrepo,13,2023-05-23,12:18:21
Carlos E. Restrepo,14,2023-05-23,12:18:31
Campus Nacional,3,2023-05-23,12:19:41
Campus Nacional,2,2023-05-23,12:20:01
Campus Nacional,3,2023-05-23,12:20:11
Suramericana,7,2023-05-23,12:20:51
Campus Nacional,2,2023-05-23,12:21:31
Campus Nacional,1,2023-05-23,12:22:21
Suramericana,8,2023-05-23,12:23:11
Suramericana,9,2023-05-23,12:23:21
Campus Nacional,2,2023-05-23,12:23:21
Campus Nacional,1,2023-05-23,12:23:31
Suramericana,8,2023-05-23,12:25:11
Suramericana,7,2023-05-23,12:25:41
Suramericana,8,2023-05-23,12:25:51
Campus Nacional,2,2023-05-23,12:28:11
Campus Nacional,1,2023-05-23,12:28:31
Carlos E. Restrepo,13,2023-05-23,12:30:02
Suramericana,7,2023-05-23,12:31:21
Suramericana,6,2023-05-23,12:32:21
Campus Nacional,2,2023-05-23,12:32:21
Suramericana,7,2023-05-23,12:32:41
Campus Nacional,3,2023-05-23,12:32:41
Campus Nacional,4,2023-05-23,12:32:51
Suramericana,6,2023-05-23,12:33:02
Suramericana,5,2023-05-23,12:33:22
Campus Nacional,3,2023-05-23,12:33:22
Suramericana,4,2023-05-23,12:33:42
Campus Nacional,2,2023-05-23,12:33:42
Campus Nacional,1,2023-05-23,12:34:01
Suramericana,3,2023-05-23,12:34:31
Carlos E. Restrepo,14,2023-05-23,12:37:01
Suramericana,2,2023-05-23,12:38:21
Colombia,5,2023-05-23,12:38:21
Campus Nacional,2,2023-05-23,12:38:31
Suramericana,1,2023-05-23,12:38:51
Campus Nacional,1,2023-05-23,12:38:51
Suramericana,2,2023-05-23,12:39:31
Suramericana,1,2023-05-23,12:39:41
Suramericana,0,2023-05-23,12:42:11
Suramericana,1,2023-05-23,12:43:21
Campus Nacional,2,2023-05-23,12:44:02
Campus Nacional,1,2023-05-23,12:44:22
