1/6/2023,20
1/6/2023,121
1/6/2023,222
1/6/2023,35
1/6/2023,0
1/6/2023,37
1/6/2023,236
1/6/2023,0
1/6/2023,1
1/6/2023,178
1/6/2023,83
1/6/2023,49
1/6/2023,93
1/6/2023,42
1/6/2023,71
1/6/2023,167
1/6/2023,23
1/6/2023,278
1/6/2023,14
1/6/2023,242
1/6/2023,14
1/6/2023,363
1/6/2023,3
1/6/2023,76
1/6/2023,77
1/6/2023,25
1/6/2023,28
1/6/2023,151
1/6/2023,441
1/6/2023,2
1/6/2023,125
1/6/2023,83
1/6/2023,4
1/6/2023,27
1/6/2023,54
1/6/2023,33
1/6/2023,40
1/6/2023,174
1/6/2023,187
1/6/2023,56
1/6/2023,2
1/6/2023,6
1/6/2023,89
1/6/2023,309
1/6/2023,12
1/6/2023,67
1/6/2023,2
1/6/2023,426
1/6/2023,11
1/6/2023,346
1/6/2023,7
1/6/2023,31
1/6/2023,144
1/6/2023,1
1/6/2023,8
1/6/2023,0
1/6/2023,1
1/6/2023,100
1/6/2023,50
1/6/2023,0
1/6/2023,69
1/6/2023,0
1/6/2023,8
1/6/2023,44
1/6/2023,32
1/6/2023,13
1/6/2023,33
1/6/2023,29
1/6/2023,30
1/6/2023,4
1/6/2023,44
1/6/2023,1
1/6/2023,6
1/6/2023,18
1/6/2023,89
1/6/2023,9
1/6/2023,1
1/6/2023,82
1/6/2023,373
1/6/2023,39
1/6/2023,2
1/6/2023,5
1/6/2023,51
1/6/2023,85
1/6/2023,2
1/6/2023,36
1/6/2023,1
1/6/2023,102
1/6/2023,44
1/6/2023,224
1/6/2023,13
1/6/2023,11
1/6/2023,29
1/6/2023,99
2/6/2023,116
2/6/2023,68
2/6/2023,31
2/6/2023,127
2/6/2023,444
2/6/2023,279
2/6/2023,404
2/6/2023,13
2/6/2023,39
2/6/2023,68
2/6/2023,329
2/6/2023,19
2/6/2023,39
2/6/2023,1
2/6/2023,1
2/6/2023,10
2/6/2023,86
2/6/2023,186
2/6/2023,97
2/6/2023,192
2/6/2023,5
2/6/2023,168
2/6/2023,70
2/6/2023,151
2/6/2023,136
2/6/2023,210
2/6/2023,170
2/6/2023,0
2/6/2023,224
2/6/2023,146
2/6/2023,26
2/6/2023,37
2/6/2023,99
2/6/2023,20
2/6/2023,0
2/6/2023,1
2/6/2023,15
2/6/2023,24
2/6/2023,64
2/6/2023,48
2/6/2023,59
2/6/2023,259
2/6/2023,11
2/6/2023,531
2/6/2023,1
2/6/2023,1
2/6/2023,194
2/6/2023,29
2/6/2023,2
2/6/2023,83
2/6/2023,136
2/6/2023,290
2/6/2023,130
2/6/2023,79
2/6/2023,16
2/6/2023,98
2/6/2023,94
2/6/2023,33
2/6/2023,136
2/6/2023,70
2/6/2023,481
2/6/2023,0
2/6/2023,1
6/6/2023,8
6/6/2023,26
6/6/2023,15
6/6/2023,29
6/6/2023,26
6/6/2023,8
6/6/2023,21
6/6/2023,92
6/6/2023,10
6/6/2023,66
6/6/2023,17
6/6/2023,2
6/6/2023,22
6/6/2023,38
6/6/2023,17
6/6/2023,3
6/6/2023,27
6/6/2023,13
6/6/2023,1
6/6/2023,6
6/6/2023,11
6/6/2023,18
6/6/2023,12
6/6/2023,27
6/6/2023,299
6/6/2023,37
6/6/2023,15
6/6/2023,45
6/6/2023,3
6/6/2023,23
6/6/2023,29
6/6/2023,48
6/6/2023,30
6/6/2023,88
6/6/2023,19
6/6/2023,6
6/6/2023,23
6/6/2023,5
6/6/2023,10
6/6/2023,53
6/6/2023,21
6/6/2023,119
6/6/2023,15
6/6/2023,39
6/6/2023,3
6/6/2023,9
6/6/2023,73
6/6/2023,1
6/6/2023,4
6/6/2023,375
6/6/2023,22
6/6/2023,39
6/6/2023,30
6/6/2023,152
6/6/2023,0
6/6/2023,40
6/6/2023,0
6/6/2023,19
6/6/2023,0
6/6/2023,2
6/6/2023,44
6/6/2023,250
6/6/2023,0
6/6/2023,27
