1/6/2023,14:00:59,Entrega
1/6/2023,14:01:25,Entrega
1/6/2023,14:05:38,Entrega
1/6/2023,14:06:18,Entrega
1/6/2023,14:07:06,Entrega
1/6/2023,14:09:56,Entrega
1/6/2023,14:10:15,Entrega
1/6/2023,14:10:48,Entrega
1/6/2023,14:16:19,Entrega
1/6/2023,14:17:01,Entrega
1/6/2023,14:19:46,Entrega
1/6/2023,14:20:17,Entrega
1/6/2023,14:20:27,Entrega
1/6/2023,14:20:57,Entrega
1/6/2023,14:24:54,Entrega
1/6/2023,14:26:49,Entrega
1/6/2023,14:29:52,Entrega
1/6/2023,14:31:25,Entrega
1/6/2023,14:31:44,Entrega
1/6/2023,14:32:18,Entrega
1/6/2023,14:35:41,Entrega
1/6/2023,14:36:09,Entrega
1/6/2023,14:38:40,Entrega
1/6/2023,14:41:19,Entrega
1/6/2023,14:47:51,Entrega
1/6/2023,14:52:44,Entrega
1/6/2023,14:53:39,Entrega
1/6/2023,14:54:40,Entrega
1/6/2023,14:56:17,Entrega
1/6/2023,14:57:57,Entrega
1/6/2023,14:58:19,Entrega
1/6/2023,14:59:39,Entrega
1/6/2023,15:11:08,Entrega
1/6/2023,15:11:41,Entrega
1/6/2023,15:12:34,Entrega
1/6/2023,15:14:47,Entrega
1/6/2023,15:15:46,Entrega
1/6/2023,15:19:02,Entrega
1/6/2023,15:20:42,Entrega
1/6/2023,15:21:05,Entrega
1/6/2023,15:21:25,Entrega
1/6/2023,15:21:34,Entrega
1/6/2023,15:22:14,Entrega
1/6/2023,15:24:02,Entrega
1/6/2023,15:25:25,Entrega
1/6/2023,15:26:03,Entrega
1/6/2023,15:33:40,Entrega
1/6/2023,15:33:47,Entrega
1/6/2023,15:34:04,Entrega
1/6/2023,15:44:30,Entrega
1/6/2023,15:45:57,Entrega
1/6/2023,15:51:32,Entrega
1/6/2023,15:52:53,Entrega
1/6/2023,15:53:07,Entrega
1/6/2023,15:55:08,Entrega
1/6/2023,15:55:44,Entrega
1/6/2023,15:57:53,Entrega
1/6/2023,15:59:20,Entrega
2/6/2023,14:01:09,Entrega
2/6/2023,14:06:00,Entrega
2/6/2023,14:06:31,Entrega
2/6/2023,14:06:42,Entrega
2/6/2023,14:08:09,Entrega
2/6/2023,14:08:14,Entrega
2/6/2023,14:08:25,Entrega
2/6/2023,14:08:57,Entrega
2/6/2023,14:13:08,Entrega
2/6/2023,14:13:10,Entrega
2/6/2023,14:13:16,Entrega
2/6/2023,14:13:19,Entrega
2/6/2023,14:16:11,Entrega
2/6/2023,14:16:29,Entrega
2/6/2023,14:17:37,Entrega
2/6/2023,14:17:46,Entrega
2/6/2023,14:21:19,Entrega
2/6/2023,14:22:23,Entrega
2/6/2023,14:25:25,Entrega
2/6/2023,14:25:43,Entrega
2/6/2023,14:31:12,Entrega
2/6/2023,14:32:29,Entrega
2/6/2023,14:32:32,Entrega
2/6/2023,14:33:06,Entrega
2/6/2023,14:35:51,Entrega
2/6/2023,14:40:11,Entrega
2/6/2023,14:40:12,Entrega
2/6/2023,14:42:11,Entrega
2/6/2023,14:43:11,Entrega
2/6/2023,14:47:54,Entrega
2/6/2023,14:49:07,Entrega
2/6/2023,14:49:09,Entrega
2/6/2023,14:53:13,Entrega
2/6/2023,14:57:05,Entrega
2/6/2023,14:59:27,Entrega
2/6/2023,15:02:47,Entrega
2/6/2023,15:08:02,Entrega
2/6/2023,15:17:37,Entrega
2/6/2023,15:18:55,Entrega
2/6/2023,15:20:54,Entrega
2/6/2023,15:22:01,Entrega
2/6/2023,15:23:14,Entrega
2/6/2023,15:30:10,Entrega
2/6/2023,15:31:25,Entrega
2/6/2023,15:34:34,Entrega
2/6/2023,15:40:18,Entrega
2/6/2023,15:45:54,Entrega
2/6/2023,15:46:26,Entrega
2/6/2023,15:47:22,Entrega
2/6/2023,15:51:41,Entrega
2/6/2023,15:53:39,Entrega
2/6/2023,15:56:22,Entrega
6/6/2023,14:01:36,Entrega
6/6/2023,14:01:52,Entrega
6/6/2023,14:04:56,Entrega
6/6/2023,14:06:29,Entrega
6/6/2023,14:07:13,Entrega
6/6/2023,14:08:16,Entrega
6/6/2023,14:12:29,Entrega
6/6/2023,14:13:40,Entrega
6/6/2023,14:15:20,Entrega
6/6/2023,14:16:16,Entrega
6/6/2023,14:17:40,Entrega
6/6/2023,14:17:50,Entrega
6/6/2023,14:18:32,Entrega
6/6/2023,14:23:04,Entrega
6/6/2023,14:24:44,Entrega
6/6/2023,14:26:13,Entrega
6/6/2023,14:27:46,Entrega
6/6/2023,14:28:50,Entrega
6/6/2023,14:29:28,Entrega
6/6/2023,14:29:28,Entrega
6/6/2023,14:34:37,Entrega
6/6/2023,14:36:00,Entrega
6/6/2023,14:37:32,Entrega
6/6/2023,14:38:57,Entrega
6/6/2023,14:41:28,Entrega
6/6/2023,14:48:51,Entrega
6/6/2023,14:49:01,Entrega
6/6/2023,14:51:51,Entrega
6/6/2023,14:59:01,Entrega
6/6/2023,15:10:22,Entrega
6/6/2023,15:12:17,Entrega
6/6/2023,15:12:57,Entrega
6/6/2023,15:14:36,Entrega
6/6/2023,15:15:31,Entrega
6/6/2023,15:17:41,Entrega
6/6/2023,15:32:05,Entrega
6/6/2023,15:34:14,Entrega
6/6/2023,15:41:45,Entrega
6/6/2023,15:41:47,Entrega
6/6/2023,15:46:58,Entrega
