1/6/2023,14:00:47,Persona
1/6/2023,14:01:07,Persona
1/6/2023,14:03:08,Persona
1/6/2023,14:06:50,Persona
1/6/2023,14:07:25,Persona
1/6/2023,14:07:25,Persona
1/6/2023,14:08:02,Persona
1/6/2023,14:11:58,Persona
1/6/2023,14:11:58,Persona
1/6/2023,14:11:59,Persona
1/6/2023,14:14:57,Persona
1/6/2023,14:16:20,Persona
1/6/2023,14:17:09,Persona
1/6/2023,14:18:42,Persona
1/6/2023,14:19:24,Persona
1/6/2023,14:20:35,Persona
1/6/2023,14:23:22,Persona
1/6/2023,14:23:45,Persona
1/6/2023,14:28:23,Persona
1/6/2023,14:28:37,Persona
1/6/2023,14:32:39,Persona
1/6/2023,14:32:53,Persona
1/6/2023,14:38:56,Persona
1/6/2023,14:38:59,Persona
1/6/2023,14:40:15,Persona
1/6/2023,14:41:32,Persona
1/6/2023,14:41:57,Persona
1/6/2023,14:42:25,Persona
1/6/2023,14:44:56,Persona
1/6/2023,14:52:17,Persona
1/6/2023,14:52:19,Persona
1/6/2023,14:54:24,Persona
1/6/2023,14:55:47,Persona
1/6/2023,14:55:51,Persona
1/6/2023,14:56:18,Persona
1/6/2023,14:57:12,Persona
1/6/2023,14:57:45,Persona
1/6/2023,14:58:25,Persona
1/6/2023,15:01:19,Persona
1/6/2023,15:04:26,Persona
1/6/2023,15:05:22,Persona
1/6/2023,15:05:24,Persona
1/6/2023,15:05:30,Persona
1/6/2023,15:06:59,Persona
1/6/2023,15:12:08,Persona
1/6/2023,15:12:20,Persona
1/6/2023,15:13:27,Persona
1/6/2023,15:13:29,Persona
1/6/2023,15:20:35,Persona
1/6/2023,15:20:46,Persona
1/6/2023,15:26:32,Persona
1/6/2023,15:26:39,Persona
1/6/2023,15:27:10,Persona
1/6/2023,15:29:34,Persona
1/6/2023,15:29:35,Persona
1/6/2023,15:29:43,Persona
1/6/2023,15:29:43,Persona
1/6/2023,15:29:44,Persona
1/6/2023,15:31:24,Persona
1/6/2023,15:32:14,Persona
1/6/2023,15:32:14,Persona
1/6/2023,15:33:23,Persona
1/6/2023,15:33:23,Persona
1/6/2023,15:33:31,Persona
1/6/2023,15:34:15,Persona
1/6/2023,15:34:47,Persona
1/6/2023,15:35:00,Persona
1/6/2023,15:35:33,Persona
1/6/2023,15:36:02,Persona
1/6/2023,15:36:32,Persona
1/6/2023,15:36:36,Persona
1/6/2023,15:37:20,Persona
1/6/2023,15:37:21,Persona
1/6/2023,15:37:27,Persona
1/6/2023,15:37:45,Persona
1/6/2023,15:39:14,Persona
1/6/2023,15:39:23,Persona
1/6/2023,15:39:24,Persona
1/6/2023,15:40:46,Persona
1/6/2023,15:46:59,Persona
1/6/2023,15:47:38,Persona
1/6/2023,15:47:40,Persona
1/6/2023,15:47:45,Persona
1/6/2023,15:48:36,Persona
1/6/2023,15:50:01,Persona
1/6/2023,15:50:03,Persona
1/6/2023,15:50:39,Persona
1/6/2023,15:50:40,Persona
1/6/2023,15:52:22,Persona
1/6/2023,15:53:06,Persona
1/6/2023,15:56:50,Persona
1/6/2023,15:57:03,Persona
1/6/2023,15:57:14,Persona
1/6/2023,15:57:43,Persona
1/6/2023,15:59:22,Persona
2/6/2023,14:01:24,Persona
2/6/2023,14:03:20,Persona
2/6/2023,14:04:28,Persona
2/6/2023,14:04:59,Persona
2/6/2023,14:07:06,Persona
2/6/2023,14:14:30,Persona
2/6/2023,14:19:09,Persona
